"customername","customerkey","gender","yearlyincome","city","country","state"
"Jaime Pal",22139,"M","80000.00","Concord","United States","California"
"Makayla Sanchez",22140,"F","50000.00","Renton","United States","Washington"
"Jesse Carter",22141,"M","50000.00","Sooke","Canada","British Columbia"
"Nelson Alonso",22142,"M","50000.00","Burlingame","United States","California"
"Summer Prasad",22143,"F","50000.00","Cliffside","Canada","British Columbia"
"Zachary Wang",22144,"M","60000.00","Haney","Canada","British Columbia"
"Eduardo Kelly",22145,"M","60000.00","Berkeley","United States","California"
"Benjamin Chen",22146,"M","50000.00","Torrance","United States","California"
"Brett Kapoor",22147,"M","10000.00","Caloundra","Australia","Queensland"
"Candace Prasad",22148,"F","10000.00","Cranbourne","Australia","Victoria"
"Gregory Shen",22149,"M","20000.00","Hobart","Australia","Tasmania"
"Damien Liang",22150,"M","30000.00","Townsville","Australia","Queensland"
"Neil Jimenez",22151,"M","10000.00","Cloverdale","Australia","South Australia"
"Marcus King",22152,"M","60000.00","Long Beach","United States","California"
"Alyssa Kelly",22153,"F","70000.00","San Gabriel","United States","California"
"Yolanda Yuan",22154,"F","40000.00","Chalk Riber","Canada","Ontario"
"Steve Cai",22155,"M","20000.00","Sunbury","Australia","Victoria"
"Jamie Zheng",22156,"F","30000.00","Brisbane","Australia","Queensland"
"Maria Richardson",22157,"F","40000.00","Beaverton","United States","Oregon"
"Amber Phillips",22158,"F","40000.00","Beaverton","United States","Oregon"
"David Davis",22159,"M","40000.00","Olympia","United States","Washington"
"Alex Richardson",22160,"M","40000.00","Portland","United States","Oregon"
"Rachel Clark",22161,"F","40000.00","Berkeley","United States","California"
"Brad Yuan",22162,"M","60000.00","Burbank","United States","California"
"Morgan Scott",22163,"F","60000.00","Lakewood","United States","California"
"Destiny Morris",22164,"F","70000.00","Spring Valley","United States","California"
"Aaron Perez",22165,"M","60000.00","Glendale","United States","California"
"Katherine Gray",22166,"F","60000.00","Yakima","United States","Washington"
"Colleen Yang",22167,"F","20000.00","Lane Cove","Australia","New South Wales"
"Erica Wang",22168,"F","30000.00","Wollongong","Australia","New South Wales"
"Jenny Li",22169,"F","20000.00","Melbourne","Australia","Victoria"
"Cynthia Martinez",22170,"F","30000.00","Warrnambool","Australia","Victoria"
"Meredith Gonzalez",22171,"F","30000.00","Cranbourne","Australia","Victoria"
"Cesar Sara",22172,"M","30000.00","Rhodes","Australia","New South Wales"
"Bianca Cai",22173,"F","30000.00","Rhodes","Australia","New South Wales"
"Micah Lu",22174,"M","30000.00","Perth","Australia","South Australia"
"Joy Dominguez",22175,"F","30000.00","Warrnambool","Australia","Victoria"
"Alejandro Yang",22176,"M","40000.00","Wollongong","Australia","New South Wales"
"Meghan Suarez",22177,"F","40000.00","Port Macquarie","Australia","New South Wales"
"Jessica Bell",22178,"F","40000.00","Port Macquarie","Australia","New South Wales"
"Abby Mehta",22179,"F","40000.00","Springwood","Australia","New South Wales"
"Joe Srini",22180,"M","70000.00","North Ryde","Australia","New South Wales"
"Gary Romero",22181,"M","70000.00","North Ryde","Australia","New South Wales"
"Madeline Parker",22182,"F","40000.00","Sooke","Canada","British Columbia"
"Benjamin Jones",22183,"M","40000.00","Bremerton","United States","Washington"
"Jeremy Carter",22184,"M","60000.00","Lakewood","United States","California"
"Connor Henderson",22185,"M","60000.00","Palo Alto","United States","California"
"Jonathan Foster",22186,"M","60000.00","San Carlos","United States","California"
"Hannah Russell",22187,"F","50000.00","Corvallis","United States","Oregon"
"Sarah Barnes",22188,"F","60000.00","Bellingham","United States","Washington"
"Linda Hernandez",22189,"F","70000.00","Burien","United States","Washington"
"Carlos Richardson",22190,"M","60000.00","Lemon Grove","United States","California"
"Jack Adams",22191,"M","60000.00","Seattle","United States","Washington"
"Henry Zimmerman",22192,"M","60000.00","Marysville","United States","Washington"
"Toni Garcia",22193,"F","80000.00","Seaford","Australia","Victoria"
"Bruce Sai",22194,"M","80000.00","Lavender Bay","Australia","New South Wales"
"Philip Romero",22195,"M","80000.00","Brisbane","Australia","Queensland"
"Francis Romero",22196,"M","80000.00","Townsville","Australia","Queensland"
"Larry Dominguez",22197,"M","80000.00","Cloverdale","Australia","South Australia"
"Frank Hernandez",22198,"M","80000.00","Coffs Harbour","Australia","New South Wales"
"David Lee",22199,"M","80000.00","Geelong","Australia","Victoria"
"Martha Ye",22200,"F","70000.00","Matraville","Australia","New South Wales"
"Lindsey Luo",22201,"F","70000.00","Townsville","Australia","Queensland"
"Roberto Diaz",22202,"M","70000.00","St. Leonards","Australia","New South Wales"
"Alisha Zheng",22203,"F","100000.00","Seaford","Australia","Victoria"
"Dustin Xie",22204,"M","110000.00","Hobart","Australia","Tasmania"
"Bobby Saunders",22205,"M","110000.00","Coffs Harbour","Australia","New South Wales"
"Cynthia Rodriguez",22206,"F","110000.00","Caloundra","Australia","Queensland"
"Nancy Sanchez",22207,"F","130000.00","Lane Cove","Australia","New South Wales"
"Candice Liang",22208,"F","110000.00","Rhodes","Australia","New South Wales"
"Cedric Shen",22209,"M","110000.00","Port Macquarie","Australia","New South Wales"
"Martha Yang",22210,"F","110000.00","North Sydney","Australia","New South Wales"
"Richard Gray",22211,"M","60000.00","Olympia","United States","Washington"
"Kara Xu",22212,"F","110000.00","Darlinghurst","Australia","New South Wales"
"Jay Patel",22213,"M","110000.00","Perth","Australia","South Australia"
"Sabrina Ruiz",22214,"F","120000.00","Geelong","Australia","Victoria"
"Samuel Lal",22215,"M","130000.00","Lincoln Acres","United States","California"
"Marcus Howard",22216,"M","150000.00","Spring Valley","United States","California"
"Dylan Powell",22217,"M","70000.00","Oak Bay","Canada","British Columbia"
"Christian Bryant",22218,"M","60000.00","Bremerton","United States","Washington"
"Juha-Pekka Posti",22219,"F","60000.00","Metchosin","Canada","British Columbia"
"Brandon Sharma",22220,"M","60000.00","Lebanon","United States","Oregon"
"Benjamin Kumar",22221,"M","60000.00","Colma","United States","California"
"Angel Hill",22222,"M","90000.00","Torrance","United States","California"
"Gabrielle Parker",22223,"F","90000.00","Mill Valley","United States","California"
"Katherine Alexander",22224,"F","90000.00","Chula Vista","United States","California"
"Jessica Murphy",22225,"F","90000.00","Issaquah","United States","Washington"
"Morgan Sanders",22226,"F","60000.00","Grossmont","United States","California"
"Barbara Cai",22227,"F","60000.00","Burbank","United States","California"
"Katelyn Gonzalez",22228,"F","60000.00","Everett","United States","Washington"
"Wyatt Perry",22229,"M","60000.00","Burbank","United States","California"
"Jordyn Bennett",22230,"F","70000.00","N. Vancouver","Canada","British Columbia"
"Grace Brooks",22231,"F","70000.00","Glendale","United States","California"
"Paige Brooks",22232,"F","50000.00","Haney","Canada","British Columbia"
"Xavier Martin",22233,"M","50000.00","Haney","Canada","British Columbia"
"Katherine Gonzalez",22234,"F","50000.00","Shawnee","Canada","British Columbia"
"Sebastian Peterson",22235,"M","60000.00","Coronado","United States","California"
"Jose Gonzalez",22236,"M","40000.00","Newport Beach","United States","California"
"Angel Morris",22237,"M","40000.00","Glendale","United States","California"
"Alex Murphy",22238,"M","40000.00","Lebanon","United States","Oregon"
"Jesse Cook",22239,"M","40000.00","San Francisco","United States","California"
"Miguel Powell",22240,"M","40000.00","Marysville","United States","Washington"
"Alexandria Washington",22241,"F","40000.00","Redmond","United States","Washington"
"Cameron Walker",22242,"M","40000.00","Yakima","United States","Washington"
"Emma Lewis",22243,"F","60000.00","Marysville","United States","Washington"
"Shelby Howard",22244,"F","50000.00","Edmonds","United States","Washington"
"Evan Lopez",22245,"M","50000.00","Lake Oswego","United States","Oregon"
"Jacqueline Cox",22246,"F","50000.00","Grossmont","United States","California"
"Ryan Williams",22247,"M","50000.00","Royal Oak","Canada","British Columbia"
"Gary Ramos",22248,"M","50000.00","Beverly Hills","United States","California"
"Kevin Chen",22249,"M","70000.00","Lemon Grove","United States","California"
"Zoe Gray",23482,"F","110000.00","Daly City","United States","California"
"Michael Wilson",22250,"M","70000.00","Santa Cruz","United States","California"
"Martha She",22251,"F","60000.00","Calgary","Canada","Alberta"
"Makayla Brooks",22252,"F","60000.00","Oak Bay","Canada","British Columbia"
"Stephanie Reed",22253,"F","60000.00","Bremerton","United States","Washington"
"Fernando Scott",22254,"M","60000.00","Marysville","United States","Washington"
"Nicole Rogers",22255,"F","70000.00","Seattle","United States","Washington"
"Edwin Lu",22256,"M","70000.00","Chula Vista","United States","California"
"Carrie Romero",22257,"F","70000.00","Concord","United States","California"
"Jessica Reed",22258,"F","70000.00","Glendale","United States","California"
"Dalton Mitchell",22259,"M","40000.00","Lebanon","United States","Oregon"
"Courtney Allen",22260,"F","50000.00","Salem","United States","Oregon"
"Isaac Allen",22261,"M","50000.00","Berkeley","United States","California"
"Marcus Collins",22262,"M","50000.00","Mill Valley","United States","California"
"Patrick Blue",22263,"M","60000.00","Kirkland","United States","Washington"
"Stephanie Coleman",22264,"F","60000.00","Cliffside","Canada","British Columbia"
"Jeremiah Sanchez",22265,"M","70000.00","Shawnee","Canada","British Columbia"
"Rachel Sanders",22266,"F","70000.00","Newport Beach","United States","California"
"Brianna Rodriguez",22267,"F","70000.00","Newton","Canada","British Columbia"
"Alexandra Barnes",22268,"F","60000.00","Newton","Canada","British Columbia"
"Caleb Yang",22269,"M","70000.00","Concord","United States","California"
"Antonio Gonzales",22270,"M","80000.00","Glendale","United States","California"
"Connor Mitchell",22271,"M","80000.00","Lincoln Acres","United States","California"
"Isabella Kelly",22272,"F","80000.00","Palo Alto","United States","California"
"Patricia Rodriguez",22273,"F","40000.00","Chula Vista","United States","California"
"Adam Chen",22274,"M","40000.00","Tacoma","United States","Washington"
"Ian Bailey",22275,"M","40000.00","Lincoln Acres","United States","California"
"Gabriella Gray",22276,"F","40000.00","San Gabriel","United States","California"
"Arianna Torres",22277,"F","40000.00","Port Orchard","United States","Washington"
"Mariah Gray",22278,"F","50000.00","N. Vancouver","Canada","British Columbia"
"Riley Kelly",22279,"F","50000.00","Burlingame","United States","California"
"Luis Scott",22280,"M","50000.00","Daly City","United States","California"
"Alexia Diaz",22281,"F","60000.00","Woodland Hills","United States","California"
"Jonathan Hughes",22282,"M","40000.00","Lake Oswego","United States","Oregon"
"Eduardo Davis",22283,"M","60000.00","Oregon City","United States","Oregon"
"Kristy Sanz",22284,"F","60000.00","Beverly Hills","United States","California"
"Meredith Moreno",22285,"F","60000.00","Cliffside","Canada","British Columbia"
"Gabriel Hughes",22286,"M","60000.00","San Gabriel","United States","California"
"Megan Griffin",22287,"F","60000.00","Lincoln Acres","United States","California"
"Isabel Patterson",22288,"F","60000.00","Beaverton","United States","Oregon"
"Thomas Long",22289,"M","60000.00","Bellflower","United States","California"
"Jocelyn Jenkins",22290,"F","70000.00","Seattle","United States","Washington"
"Carlos Morris",22291,"M","70000.00","Berkeley","United States","California"
"Stacy Gomez",22292,"F","70000.00","Burbank","United States","California"
"Jasmine Johnson",22293,"F","70000.00","Fremont","United States","California"
"Rachel Brown",22294,"F","70000.00","Glendale","United States","California"
"Jade Morgan",22295,"F","70000.00","Imperial Beach","United States","California"
"Benjamin Johnson",22296,"M","70000.00","Lemon Grove","United States","California"
"Jasmine Garcia",22297,"F","70000.00","Redwood City","United States","California"
"Marcus Williams",22298,"M","70000.00","Spring Valley","United States","California"
"Richard Murphy",22299,"M","70000.00","Oak Bay","Canada","British Columbia"
"Kaitlyn Price",22300,"F","60000.00","Redmond","United States","Washington"
"Abigail Rodriguez",22301,"F","60000.00","Lakewood","United States","California"
"Clayton Guo",22302,"M","40000.00","Leeds","United Kingdom","England"
"Philip Alonso",22303,"M","20000.00","Verrieres Le Buisson","France","Essonne"
"Jaime Vazquez",22304,"F","20000.00","London","United Kingdom","England"
"Anne Carlson",22305,"F","20000.00","London","United Kingdom","England"
"Ivan Kapoor",22306,"M","30000.00","Paris","France","Seine (Paris)"
"Sarah Ross",22307,"F","40000.00","Hof","Germany","Bayern"
"Cassandra Lopez",22308,"F","40000.00","Esher-Molesey","United Kingdom","England"
"Leah Zhou",22309,"F","40000.00","London","United Kingdom","England"
"Christina Sanders",22310,"F","20000.00","Neunkirchen","Germany","Saarland"
"Bruce Sara",22311,"M","30000.00","York","United Kingdom","England"
"Kristi Mehta",22312,"F","40000.00","Orleans","France","Loiret"
"Jarrod Martinez",22313,"M","40000.00","Warrington","United Kingdom","England"
"Brandy Patel",22314,"F","10000.00","Orly","France","Val de Marne"
"Darren Raman",22315,"M","20000.00","York","United Kingdom","England"
"Deanna Sara",22316,"F","20000.00","Paris","France","Seine (Paris)"
"Karla Nath",22317,"F","20000.00","Solingen","Germany","Nordrhein-Westfalen"
"Ramon Xu",22318,"M","30000.00","Bonn","Germany","Hamburg"
"Jorge Zhou",22319,"M","30000.00","Paris","France","Seine (Paris)"
"Danny Gill",22320,"M","30000.00","Berkshire","United Kingdom","England"
"Alan Zeng",22321,"M","40000.00","Woolston","United Kingdom","England"
"Roger Zhao",22322,"M","30000.00","Bobigny","France","Seine Saint Denis"
"Erica Liang",22323,"F","40000.00","Les Ulis","France","Essonne"
